week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	EL	Greece	1694	316	33966408	12080885	152073	11041
w019	Week 19	2019-05-06	2019-05-12	EL	Greece	1994	356	58189357	21708390	193324	19800
w018	Week 18	2019-04-29	2019-05-05	EL	Greece	1727	303	35928888	13265674	139316	13310
w017	Week 17	2019-04-22	2019-04-28	EL	Greece	1507	316	30044154	10984335	120320	12850
w016	Week 16	2019-04-15	2019-04-21	EL	Greece	1137	344	19551628	7176755	73816	9069
w015	Week 15	2019-04-08	2019-04-14	EL	Greece	1375	452	17845448	6498532	68216	6519
w014	Week 14	2019-04-01	2019-04-07	EL	Greece	1085	441	10225484	3447667	39379	2005
w013	Week 13	2019-03-25	2019-03-31	EL	Greece	767	351	9845545	3760937	35072	3899
w012	Week 12	2019-03-18	2019-03-24	EL	Greece	524	224	4628183	1761025	16808	2320
w011	Week 11	2019-03-11	2019-03-17	EL	Greece	417	194	4960001	1787003	17673	1495
w010	Week 10	2019-03-04	2019-03-10	EL	Greece	453	196	5807027	2030766	23142	1572
w009	Week 9	2019-02-25	2019-03-03	EL	Greece	255	124	1765298	505822	9852	323
w008	Week 8	2019-02-18	2019-02-24	EL	Greece	153	85	1189817	468169	5390	482
w007	Week 7	2019-02-11	2019-02-17	EL	Greece	113	61	952096	320593	3465	182
w006	Week 6	2019-02-04	2019-02-10	EL	Greece	82	42	972740	368823	3198	304
w005	Week 5	2019-01-28	2019-02-03	EL	Greece	114	48	1271626	484965	3118	453
w004	Week 4	2019-01-21	2019-01-27	EL	Greece	135	43	6679444	2781223	20219	3681
w003	Week 3	2019-01-14	2019-01-20	EL	Greece	117	45	2206500	860006	6375	779
w002	Week 2	2019-01-07	2019-01-13	EL	Greece	64	34	381427	117233	1096	46
w001	Week 1	2019-01-01	2019-01-06	EL	Greece	52	26	334501	120459	1317	87
